epoch,loss,val_loss,member,run,stage
43,0.0680592730641365,0.2938879132270813,0,Single ordinal,Strategy
44,0.06703902035951614,0.2960388660430908,0,Single ordinal,Strategy
45,0.06331948935985565,0.31345394253730774,0,Single ordinal,Strategy
46,0.06325627118349075,0.3088204860687256,0,Single ordinal,Strategy
47,0.061217375099658966,0.3240940272808075,0,Single ordinal,Strategy
48,0.060037657618522644,0.3361397683620453,0,Single ordinal,Strategy
49,0.05875421687960625,0.3336711525917053,0,Single ordinal,Strategy
50,0.05803639441728592,0.3398250341415405,0,Single ordinal,Strategy
1,0.23208799958229065,0.22483479976654053,0,Full ordinal ensemble,Strategy
2,0.21326443552970886,0.2123829573392868,0,Full ordinal ensemble,Strategy
3,0.2022058367729187,0.20646721124649048,0,Full ordinal ensemble,Strategy
4,0.19200675189495087,0.1994442492723465,0,Full ordinal ensemble,Strategy
5,0.18345987796783447,0.19349685311317444,0,Full ordinal ensemble,Strategy
6,0.17570622265338898,0.18882934749126434,0,Full ordinal ensemble,Strategy
7,0.16905833780765533,0.1862286776304245,0,Full ordinal ensemble,Strategy
8,0.16272838413715363,0.18329064548015594,0,Full ordinal ensemble,Strategy
9,0.1574590504169464,0.1815422624349594,0,Full ordinal ensemble,Strategy
10,0.15305140614509583,0.17957265675067902,0,Full ordinal ensemble,Strategy
11,0.1487109512090683,0.18131661415100098,0,Full ordinal ensemble,Strategy
12,0.14458321034908295,0.17812694609165192,0,Full ordinal ensemble,Strategy
13,0.1408337950706482,0.18397453427314758,0,Full ordinal ensemble,Strategy
14,0.1371634155511856,0.17905095219612122,0,Full ordinal ensemble,Strategy
15,0.13288432359695435,0.1819233000278473,0,Full ordinal ensemble,Strategy
16,0.1300588697195053,0.1824149340391159,0,Full ordinal ensemble,Strategy
17,0.12660281360149384,0.1918782889842987,0,Full ordinal ensemble,Strategy
18,0.12394513934850693,0.18739502131938934,0,Full ordinal ensemble,Strategy
19,0.12083332240581512,0.19085155427455902,0,Full ordinal ensemble,Strategy
20,0.11750328540802002,0.1915431171655655,0,Full ordinal ensemble,Strategy
21,0.11485578119754791,0.19658097624778748,0,Full ordinal ensemble,Strategy
22,0.1119343563914299,0.19648979604244232,0,Full ordinal ensemble,Strategy
23,0.10954533517360687,0.20834684371948242,0,Full ordinal ensemble,Strategy
24,0.1067294031381607,0.21103952825069427,0,Full ordinal ensemble,Strategy
25,0.10525772720575333,0.21002015471458435,0,Full ordinal ensemble,Strategy
26,0.10118081420660019,0.21616105735301971,0,Full ordinal ensemble,Strategy
27,0.09925582259893417,0.22458212077617645,0,Full ordinal ensemble,Strategy
28,0.09782958030700684,0.21797098219394684,0,Full ordinal ensemble,Strategy
29,0.09478320926427841,0.22440244257450104,0,Full ordinal ensemble,Strategy
30,0.09402473270893097,0.2386920303106308,0,Full ordinal ensemble,Strategy
31,0.09023238718509674,0.2358705997467041,0,Full ordinal ensemble,Strategy
32,0.08756193518638611,0.2499302327632904,0,Full ordinal ensemble,Strategy
33,0.0851585865020752,0.25136688351631165,0,Full ordinal ensemble,Strategy
34,0.08323057740926743,0.2535592019557953,0,Full ordinal ensemble,Strategy
35,0.08195982128381729,0.2521439492702484,0,Full ordinal ensemble,Strategy
36,0.0809612050652504,0.2578152120113373,0,Full ordinal ensemble,Strategy
37,0.07814215123653412,0.26299014687538147,0,Full ordinal ensemble,Strategy
38,0.07694824039936066,0.2720853090286255,0,Full ordinal ensemble,Strategy
39,0.07464134693145752,0.2735802233219147,0,Full ordinal ensemble,Strategy
40,0.0735282450914383,0.28242695331573486,0,Full ordinal ensemble,Strategy
41,0.07082481682300568,0.28607383370399475,0,Full ordinal ensemble,Strategy
42,0.06929323077201843,0.2921909987926483,0,Full ordinal ensemble,Strategy
43,0.0680592730641365,0.2938879132270813,0,Full ordinal ensemble,Strategy
44,0.06703902035951614,0.2960388660430908,0,Full ordinal ensemble,Strategy
45,0.06331948935985565,0.31345394253730774,0,Full ordinal ensemble,Strategy
46,0.06325627118349075,0.3088204860687256,0,Full ordinal ensemble,Strategy
47,0.061217375099658966,0.3240940272808075,0,Full ordinal ensemble,Strategy
48,0.060037657618522644,0.3361397683620453,0,Full ordinal ensemble,Strategy
49,0.05875421687960625,0.3336711525917053,0,Full ordinal ensemble,Strategy
50,0.05803639441728592,0.3398250341415405,0,Full ordinal ensemble,Strategy
1,0.23431874811649323,0.22244660556316376,1,Full ordinal ensemble,Strategy
2,0.21404552459716797,0.21500928699970245,1,Full ordinal ensemble,Strategy
3,0.20269706845283508,0.2051365077495575,1,Full ordinal ensemble,Strategy
4,0.19225026667118073,0.1998203694820404,1,Full ordinal ensemble,Strategy
5,0.18380524218082428,0.19365191459655762,1,Full ordinal ensemble,Strategy
6,0.17588956654071808,0.1902988702058792,1,Full ordinal ensemble,Strategy
7,0.1689344346523285,0.1866621971130371,1,Full ordinal ensemble,Strategy
8,0.16318310797214508,0.18339085578918457,1,Full ordinal ensemble,Strategy
9,0.15728192031383514,0.18016496300697327,1,Full ordinal ensemble,Strategy
10,0.1520930975675583,0.1803075522184372,1,Full ordinal ensemble,Strategy
11,0.1476198136806488,0.17827382683753967,1,Full ordinal ensemble,Strategy
12,0.14253570139408112,0.17957048118114471,1,Full ordinal ensemble,Strategy
13,0.1392827183008194,0.18053792417049408,1,Full ordinal ensemble,Strategy
14,0.1351015269756317,0.17932717502117157,1,Full ordinal ensemble,Strategy
15,0.1313784271478653,0.1830834448337555,1,Full ordinal ensemble,Strategy
16,0.1272275149822235,0.1853002905845642,1,Full ordinal ensemble,Strategy
17,0.1243433952331543,0.18593092262744904,1,Full ordinal ensemble,Strategy
18,0.12162351608276367,0.18819038569927216,1,Full ordinal ensemble,Strategy
19,0.11821161210536957,0.19252420961856842,1,Full ordinal ensemble,Strategy
20,0.11482015252113342,0.19187498092651367,1,Full ordinal ensemble,Strategy
21,0.11321651935577393,0.19768492877483368,1,Full ordinal ensemble,Strategy
22,0.10927743464708328,0.19479900598526,1,Full ordinal ensemble,Strategy
23,0.10649685561656952,0.2080765962600708,1,Full ordinal ensemble,Strategy
24,0.10438696295022964,0.2092672884464264,1,Full ordinal ensemble,Strategy
25,0.10177242010831833,0.20865602791309357,1,Full ordinal ensemble,Strategy
26,0.09872588515281677,0.2142970860004425,1,Full ordinal ensemble,Strategy
27,0.09735483676195145,0.21585501730442047,1,Full ordinal ensemble,Strategy
28,0.09503860026597977,0.21178309619426727,1,Full ordinal ensemble,Strategy
29,0.09249284118413925,0.22298097610473633,1,Full ordinal ensemble,Strategy
30,0.08979058265686035,0.2291286289691925,1,Full ordinal ensemble,Strategy
31,0.08720047771930695,0.23491433262825012,1,Full ordinal ensemble,Strategy
32,0.08487855643033981,0.23337063193321228,1,Full ordinal ensemble,Strategy
33,0.08415558934211731,0.23884500563144684,1,Full ordinal ensemble,Strategy
34,0.0809473991394043,0.2467595487833023,1,Full ordinal ensemble,Strategy
35,0.07973261177539825,0.24316182732582092,1,Full ordinal ensemble,Strategy
36,0.07670850306749344,0.250942587852478,1,Full ordinal ensemble,Strategy
37,0.0765741616487503,0.2510390281677246,1,Full ordinal ensemble,Strategy
38,0.07369408011436462,0.26417991518974304,1,Full ordinal ensemble,Strategy
39,0.07219605147838593,0.26226118206977844,1,Full ordinal ensemble,Strategy
40,0.0704774409532547,0.27542027831077576,1,Full ordinal ensemble,Strategy
41,0.06963685899972916,0.2753210663795471,1,Full ordinal ensemble,Strategy
42,0.06839123368263245,0.2733598053455353,1,Full ordinal ensemble,Strategy
43,0.06507091969251633,0.27745550870895386,1,Full ordinal ensemble,Strategy
44,0.06412546336650848,0.28048068284988403,1,Full ordinal ensemble,Strategy
45,0.06201072409749031,0.2910041809082031,1,Full ordinal ensemble,Strategy
46,0.06098412722349167,0.29805508255958557,1,Full ordinal ensemble,Strategy
47,0.06030780449509621,0.29823118448257446,1,Full ordinal ensemble,Strategy
48,0.057476624846458435,0.304792195558548,1,Full ordinal ensemble,Strategy
49,0.056578703224658966,0.30365389585494995,1,Full ordinal ensemble,Strategy
50,0.05472816154360771,0.3176198899745941,1,Full ordinal ensemble,Strategy
1,0.23156224191188812,0.22268469631671906,2,Full ordinal ensemble,Strategy
2,0.21316929161548615,0.21389585733413696,2,Full ordinal ensemble,Strategy
3,0.20176978409290314,0.20520614087581635,2,Full ordinal ensemble,Strategy
4,0.19179388880729675,0.20328663289546967,2,Full ordinal ensemble,Strategy
5,0.18340103328227997,0.19602607190608978,2,Full ordinal ensemble,Strategy
6,0.17604410648345947,0.18844400346279144,2,Full ordinal ensemble,Strategy
7,0.1692870855331421,0.18383386731147766,2,Full ordinal ensemble,Strategy
8,0.16299952566623688,0.18206316232681274,2,Full ordinal ensemble,Strategy
9,0.15735280513763428,0.17979450523853302,2,Full ordinal ensemble,Strategy
10,0.15268774330615997,0.1814527064561844,2,Full ordinal ensemble,Strategy
11,0.14814989268779755,0.180734321475029,2,Full ordinal ensemble,Strategy
12,0.143984854221344,0.18069623410701752,2,Full ordinal ensemble,Strategy
13,0.1401709020137787,0.17972813546657562,2,Full ordinal ensemble,Strategy
14,0.13607683777809143,0.18082092702388763,2,Full ordinal ensemble,Strategy
15,0.13219571113586426,0.18719623982906342,2,Full ordinal ensemble,Strategy
16,0.12886229157447815,0.18500885367393494,2,Full ordinal ensemble,Strategy
17,0.12615995109081268,0.18515920639038086,2,Full ordinal ensemble,Strategy
18,0.12220129370689392,0.1892802119255066,2,Full ordinal ensemble,Strategy
19,0.11963236331939697,0.19161759316921234,2,Full ordinal ensemble,Strategy
20,0.1163046583533287,0.19233064353466034,2,Full ordinal ensemble,Strategy
21,0.11369624733924866,0.19772569835186005,2,Full ordinal ensemble,Strategy
22,0.11023355275392532,0.19580020010471344,2,Full ordinal ensemble,Strategy
23,0.10877200961112976,0.1967538297176361,2,Full ordinal ensemble,Strategy
24,0.10512488335371017,0.2085961252450943,2,Full ordinal ensemble,Strategy
25,0.10311891883611679,0.2060548961162567,2,Full ordinal ensemble,Strategy
26,0.1002199575304985,0.21124154329299927,2,Full ordinal ensemble,Strategy
27,0.09882249683141708,0.21839763224124908,2,Full ordinal ensemble,Strategy
28,0.09497430175542831,0.2284710556268692,2,Full ordinal ensemble,Strategy
29,0.09412972629070282,0.22253891825675964,2,Full ordinal ensemble,Strategy
30,0.09111792594194412,0.226492777466774,2,Full ordinal ensemble,Strategy
31,0.08901257067918777,0.23410260677337646,2,Full ordinal ensemble,Strategy
32,0.08718102425336838,0.24581578373908997,2,Full ordinal ensemble,Strategy
33,0.08546092361211777,0.23997776210308075,2,Full ordinal ensemble,Strategy
34,0.08409629762172699,0.25033628940582275,2,Full ordinal ensemble,Strategy
35,0.081416055560112,0.2517809569835663,2,Full ordinal ensemble,Strategy
36,0.07909327745437622,0.2592111825942993,2,Full ordinal ensemble,Strategy
37,0.07728616148233414,0.25839662551879883,2,Full ordinal ensemble,Strategy
38,0.07627849280834198,0.25675350427627563,2,Full ordinal ensemble,Strategy
39,0.0734332799911499,0.27181005477905273,2,Full ordinal ensemble,Strategy
40,0.07249636948108673,0.26742056012153625,2,Full ordinal ensemble,Strategy
41,0.07098642736673355,0.272298663854599,2,Full ordinal ensemble,Strategy
42,0.06823059171438217,0.2835138440132141,2,Full ordinal ensemble,Strategy
43,0.06792236119508743,0.2877154052257538,2,Full ordinal ensemble,Strategy
44,0.0649368166923523,0.29556357860565186,2,Full ordinal ensemble,Strategy
45,0.06456892192363739,0.2993435561656952,2,Full ordinal ensemble,Strategy
46,0.06371362507343292,0.3053334355354309,2,Full ordinal ensemble,Strategy
47,0.061170388013124466,0.3225112855434418,2,Full ordinal ensemble,Strategy
48,0.059819482266902924,0.3066003918647766,2,Full ordinal ensemble,Strategy
49,0.057864926755428314,0.3279455900192261,2,Full ordinal ensemble,Strategy
50,0.05761612206697464,0.33014363050460815,2,Full ordinal ensemble,Strategy
1,0.3297879695892334,0.251496285200119,0,Subset ordinal ensemble,Strategy
2,0.30066394805908203,0.23593474924564362,0,Subset ordinal ensemble,Strategy
3,0.2908197045326233,0.2396448701620102,0,Subset ordinal ensemble,Strategy
4,0.2830834686756134,0.22610200941562653,0,Subset ordinal ensemble,Strategy
5,0.2754312753677368,0.23780661821365356,0,Subset ordinal ensemble,Strategy
6,0.268653005361557,0.22628271579742432,0,Subset ordinal ensemble,Strategy
7,0.26109579205513,0.22274379432201385,0,Subset ordinal ensemble,Strategy
8,0.2541844844818115,0.2281854897737503,0,Subset ordinal ensemble,Strategy
9,0.24775047600269318,0.22295893728733063,0,Subset ordinal ensemble,Strategy
10,0.24171553552150726,0.21912236511707306,0,Subset ordinal ensemble,Strategy
11,0.23493307828903198,0.2170756608247757,0,Subset ordinal ensemble,Strategy
12,0.22889462113380432,0.22059819102287292,0,Subset ordinal ensemble,Strategy
13,0.2229277640581131,0.22671686112880707,0,Subset ordinal ensemble,Strategy
14,0.217447891831398,0.2149369865655899,0,Subset ordinal ensemble,Strategy
15,0.21174484491348267,0.230148583650589,0,Subset ordinal ensemble,Strategy
16,0.20614559948444366,0.21831317245960236,0,Subset ordinal ensemble,Strategy
17,0.20009589195251465,0.2214813530445099,0,Subset ordinal ensemble,Strategy
18,0.19395197927951813,0.22509340941905975,0,Subset ordinal ensemble,Strategy
19,0.18926896154880524,0.22385181486606598,0,Subset ordinal ensemble,Strategy
20,0.1849958747625351,0.21923767030239105,0,Subset ordinal ensemble,Strategy
21,0.17908234894275665,0.22211316227912903,0,Subset ordinal ensemble,Strategy
22,0.17543642222881317,0.22252632677555084,0,Subset ordinal ensemble,Strategy
23,0.17030805349349976,0.23357996344566345,0,Subset ordinal ensemble,Strategy
24,0.1661188006401062,0.22354422509670258,0,Subset ordinal ensemble,Strategy
25,0.16139456629753113,0.25039249658584595,0,Subset ordinal ensemble,Strategy
26,0.15733665227890015,0.2343224585056305,0,Subset ordinal ensemble,Strategy
27,0.15233193337917328,0.23188574612140656,0,Subset ordinal ensemble,Strategy
28,0.14824330806732178,0.2355397790670395,0,Subset ordinal ensemble,Strategy
29,0.14452527463436127,0.2425794154405594,0,Subset ordinal ensemble,Strategy
30,0.13969792425632477,0.24305297434329987,0,Subset ordinal ensemble,Strategy
31,0.1371653974056244,0.24457772076129913,0,Subset ordinal ensemble,Strategy
32,0.13447341322898865,0.2464677393436432,0,Subset ordinal ensemble,Strategy
33,0.1301489770412445,0.2516632378101349,0,Subset ordinal ensemble,Strategy
34,0.1262657195329666,0.2561979293823242,0,Subset ordinal ensemble,Strategy
35,0.12310315668582916,0.25374165177345276,0,Subset ordinal ensemble,Strategy
36,0.12069425731897354,0.2668035924434662,0,Subset ordinal ensemble,Strategy
37,0.11852695047855377,0.26866427063941956,0,Subset ordinal ensemble,Strategy
38,0.1161498948931694,0.27347251772880554,0,Subset ordinal ensemble,Strategy
39,0.11380834132432938,0.26726555824279785,0,Subset ordinal ensemble,Strategy
40,0.11091829091310501,0.26959848403930664,0,Subset ordinal ensemble,Strategy
41,0.10760613530874252,0.2692727744579315,0,Subset ordinal ensemble,Strategy
42,0.10583331435918808,0.27468255162239075,0,Subset ordinal ensemble,Strategy
43,0.10211288183927536,0.2794051170349121,0,Subset ordinal ensemble,Strategy
44,0.09973810613155365,0.2820333242416382,0,Subset ordinal ensemble,Strategy
45,0.0979316234588623,0.2826214134693146,0,Subset ordinal ensemble,Strategy
46,0.09645771235227585,0.2971348464488983,0,Subset ordinal ensemble,Strategy
47,0.0932251363992691,0.29866188764572144,0,Subset ordinal ensemble,Strategy
48,0.09199846535921097,0.30594345927238464,0,Subset ordinal ensemble,Strategy
49,0.09009146690368652,0.30216184258461,0,Subset ordinal ensemble,Strategy
50,0.08801514655351639,0.3029443919658661,0,Subset ordinal ensemble,Strategy
1,0.32396578788757324,0.24249128997325897,1,Subset ordinal ensemble,Strategy
2,0.2980329394340515,0.24148865044116974,1,Subset ordinal ensemble,Strategy
3,0.28856122493743896,0.22822429239749908,1,Subset ordinal ensemble,Strategy
4,0.2794002890586853,0.233773335814476,1,Subset ordinal ensemble,Strategy
5,0.272457093000412,0.23720894753932953,1,Subset ordinal ensemble,Strategy
6,0.26582032442092896,0.23558637499809265,1,Subset ordinal ensemble,Strategy
7,0.25773555040359497,0.22257910668849945,1,Subset ordinal ensemble,Strategy
8,0.251575231552124,0.22486945986747742,1,Subset ordinal ensemble,Strategy
9,0.24496670067310333,0.22551141679286957,1,Subset ordinal ensemble,Strategy
10,0.2375413328409195,0.22250768542289734,1,Subset ordinal ensemble,Strategy
11,0.23185108602046967,0.22008004784584045,1,Subset ordinal ensemble,Strategy
12,0.22486940026283264,0.21783538162708282,1,Subset ordinal ensemble,Strategy
13,0.21951493620872498,0.22047720849514008,1,Subset ordinal ensemble,Strategy
14,0.2135300636291504,0.2145032435655594,1,Subset ordinal ensemble,Strategy
15,0.20781388878822327,0.21889083087444305,1,Subset ordinal ensemble,Strategy
16,0.20168817043304443,0.22031719982624054,1,Subset ordinal ensemble,Strategy
17,0.19542360305786133,0.21911513805389404,1,Subset ordinal ensemble,Strategy
18,0.19010043144226074,0.2287614792585373,1,Subset ordinal ensemble,Strategy
19,0.18438857793807983,0.21768663823604584,1,Subset ordinal ensemble,Strategy
20,0.17976465821266174,0.23084986209869385,1,Subset ordinal ensemble,Strategy
21,0.17456413805484772,0.22289210557937622,1,Subset ordinal ensemble,Strategy
22,0.17068929970264435,0.22258085012435913,1,Subset ordinal ensemble,Strategy
23,0.1650073528289795,0.223081573843956,1,Subset ordinal ensemble,Strategy
24,0.16168755292892456,0.23372367024421692,1,Subset ordinal ensemble,Strategy
25,0.15755069255828857,0.22623369097709656,1,Subset ordinal ensemble,Strategy
26,0.15196581184864044,0.23862503468990326,1,Subset ordinal ensemble,Strategy
27,0.14792871475219727,0.22912465035915375,1,Subset ordinal ensemble,Strategy
28,0.14443081617355347,0.23540103435516357,1,Subset ordinal ensemble,Strategy
29,0.14121435582637787,0.24708987772464752,1,Subset ordinal ensemble,Strategy
30,0.13884413242340088,0.2623800039291382,1,Subset ordinal ensemble,Strategy
31,0.13439111411571503,0.24583134055137634,1,Subset ordinal ensemble,Strategy
32,0.13129326701164246,0.24215225875377655,1,Subset ordinal ensemble,Strategy
33,0.12789882719516754,0.2461654394865036,1,Subset ordinal ensemble,Strategy
34,0.12416967004537582,0.24595995247364044,1,Subset ordinal ensemble,Strategy
35,0.11975013464689255,0.2542905807495117,1,Subset ordinal ensemble,Strategy
36,0.11680950224399567,0.25262874364852905,1,Subset ordinal ensemble,Strategy
37,0.11433660238981247,0.2572368383407593,1,Subset ordinal ensemble,Strategy
38,0.11158034950494766,0.26599764823913574,1,Subset ordinal ensemble,Strategy
39,0.1102173700928688,0.2683500647544861,1,Subset ordinal ensemble,Strategy
40,0.10704441368579865,0.26409435272216797,1,Subset ordinal ensemble,Strategy
41,0.10490768402814865,0.2640698552131653,1,Subset ordinal ensemble,Strategy
42,0.10153228789567947,0.27805519104003906,1,Subset ordinal ensemble,Strategy
43,0.10035248100757599,0.28392401337623596,1,Subset ordinal ensemble,Strategy
44,0.09963185340166092,0.2672983407974243,1,Subset ordinal ensemble,Strategy
45,0.09640545397996902,0.2837925851345062,1,Subset ordinal ensemble,Strategy
46,0.09432564675807953,0.278520792722702,1,Subset ordinal ensemble,Strategy
47,0.09116442501544952,0.2925836145877838,1,Subset ordinal ensemble,Strategy
48,0.08908063918352127,0.2883811295032501,1,Subset ordinal ensemble,Strategy
49,0.08771815150976181,0.2791746258735657,1,Subset ordinal ensemble,Strategy
50,0.08576354384422302,0.2877507507801056,1,Subset ordinal ensemble,Strategy
1,0.3233104944229126,0.24415473639965057,2,Subset ordinal ensemble,Strategy
2,0.2978861927986145,0.2348373681306839,2,Subset ordinal ensemble,Strategy
3,0.2880347967147827,0.2375870943069458,2,Subset ordinal ensemble,Strategy
4,0.27952033281326294,0.2369418889284134,2,Subset ordinal ensemble,Strategy
5,0.27193132042884827,0.23461556434631348,2,Subset ordinal ensemble,Strategy
6,0.2658524215221405,0.22317974269390106,2,Subset ordinal ensemble,Strategy
7,0.25800248980522156,0.2291436493396759,2,Subset ordinal ensemble,Strategy
8,0.25096359848976135,0.22364667057991028,2,Subset ordinal ensemble,Strategy
9,0.24422287940979004,0.2214919924736023,2,Subset ordinal ensemble,Strategy
10,0.23819833993911743,0.22878259420394897,2,Subset ordinal ensemble,Strategy
11,0.23241719603538513,0.22804753482341766,2,Subset ordinal ensemble,Strategy
12,0.22457154095172882,0.21959567070007324,2,Subset ordinal ensemble,Strategy
13,0.21893255412578583,0.2226584106683731,2,Subset ordinal ensemble,Strategy
14,0.21318472921848297,0.22100363671779633,2,Subset ordinal ensemble,Strategy
15,0.20641259849071503,0.22140705585479736,2,Subset ordinal ensemble,Strategy
16,0.20081329345703125,0.23010320961475372,2,Subset ordinal ensemble,Strategy
17,0.19574099779129028,0.21825385093688965,2,Subset ordinal ensemble,Strategy
18,0.19001080095767975,0.21885763108730316,2,Subset ordinal ensemble,Strategy
19,0.18389159440994263,0.23088650405406952,2,Subset ordinal ensemble,Strategy
20,0.17841139435768127,0.23155412077903748,2,Subset ordinal ensemble,Strategy
21,0.1730503886938095,0.23531924188137054,2,Subset ordinal ensemble,Strategy
22,0.1699090600013733,0.24092240631580353,2,Subset ordinal ensemble,Strategy
23,0.16358771920204163,0.23671098053455353,2,Subset ordinal ensemble,Strategy
