epoch,loss,val_loss,train_accuracy,train_cross_entropy,train_macro_f1,train_ef_mae,train_within_one,validation_accuracy,validation_cross_entropy,validation_macro_f1,validation_ef_mae,validation_within_one,run,stage,formulation,members,sampling,weighting,optimizer,learning_rate,l2,dropout
2,0.4716301163037618,0.3920101622740428,0.4872458691844971,1.2012051809103088,0.10926134617354778,0.670753064798599,0.8756567425569177,0.502852795739825,1.1924224839360018,0.11170257710181665,0.6546215290985166,0.8718143780905288,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
3,0.43309077620506287,0.37394748131434125,0.4872458691844971,1.1939983039636717,0.12490410623007771,0.6683164547323536,0.8764943272671896,0.504754659566375,1.189957955912247,0.12929429531487144,0.6470140737923165,0.8752377329783187,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
4,0.40606817603111267,0.3557845850785573,0.4889210386050407,1.1788686253111929,0.12787795483106842,0.6589507347902231,0.8806061067539785,0.5055154050969951,1.1801082354026855,0.1478858085141444,0.6424496006085965,0.8767592240395587,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
5,0.3853699564933777,0.34211809436480206,0.48968247925074243,1.1667945476301678,0.1362319676047183,0.6540013705931622,0.8822812761745222,0.5058957778623051,1.1681784706026528,0.1399423578623925,0.6356028908330164,0.8798022061620387,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
6,0.37014808257420856,0.32185572385787964,0.4905962080255844,1.1419863773658074,0.1413583493655039,0.6492042945252418,0.8841848777887764,0.505135032331685,1.1466068683844222,0.13635046412253807,0.6356028908330164,0.8790414606314187,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
7,0.35723593831062317,0.31261900067329407,0.4906723520901546,1.125209778822297,0.13800307649188828,0.6461585319424351,0.8853270387573289,0.5081780144541651,1.1316214891196823,0.13856539823811706,0.6310384176492964,0.8817040699885889,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
8,0.347150057554245,0.3106050690015157,0.4912815046067159,1.1202783174113367,0.15057189360259915,0.6378588289042869,0.8886773775984163,0.5066565233929251,1.1309192484220651,0.15458151325170316,0.6283758082921262,0.8820844427538989,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
9,0.3382163643836975,0.3017817437648773,0.4927282418335491,1.106789405520633,0.15586476494564386,0.6324526003198051,0.8908094114063809,0.5070368961582351,1.1179155183777363,0.155475189074907,0.6260935717002662,0.8828451882845189,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
10,0.3311378558476766,0.30306491255760193,0.4910530724130054,1.105709063903254,0.17110810844497548,0.6305489987055509,0.8917231401812229,0.500570559147965,1.122015735260375,0.18064002853776148,0.6375047546595664,0.8767592240395587,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
11,0.32484206557273865,0.300462543964386,0.4933373943501104,1.0976685016336238,0.16286878055848772,0.6259803548313408,0.8934744536663367,0.502852795739825,1.1132594777585725,0.1703209727572137,0.6337010270064664,0.8790414606314187,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
12,0.318560669819514,0.29079605142275494,0.49166222492956674,1.0790220140393991,0.1711445240500824,0.6259042107667707,0.8934744536663367,0.49448459490300495,1.0993118911375295,0.17343278853852873,0.6496766831494865,0.8710536325599088,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
13,0.31358881791432697,0.28979458411534625,0.49478413157694356,1.0712606127469726,0.1732543316634226,0.6170714992766314,0.8978908094114064,0.499429440852035,1.0938697180465753,0.16948230309116175,0.6363636363636364,0.8775199695701787,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
14,0.3093945284684499,0.2831737995147705,0.49417497906038227,1.0619818631909275,0.1727177183365646,0.6167669230183507,0.8971293687657047,0.498288322556105,1.0836963572158242,0.17838496498109402,0.6356028908330164,0.8775199695701787,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
15,0.3050223191579183,0.28853805859883624,0.4973730297723292,1.0657709963146198,0.1957965788681664,0.6047361608162644,0.9031447498667479,0.49524534043362495,1.0949213541922447,0.1918906249896171,0.6390262457208064,0.8744769874476988,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
16,0.3014765779177348,0.2859409848848979,0.5060534531333283,1.0568563797899435,0.19744998474463182,0.5898880682250819,0.9087794106449403,0.503993914035755,1.0854930899400212,0.20074906358179864,0.6219094712818563,0.8813236972232789,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
17,0.297182818253835,0.28921692570050556,0.505977309068758,1.0588126905464696,0.2145655264160153,0.5903449326125029,0.9077133937409579,0.48649676683149484,1.094279771084026,0.20645432344198375,0.6432103461392165,0.8775199695701787,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
18,0.29381063580513,0.29024140040079754,0.5079570547475825,1.058800393065578,0.21820320863178566,0.5804462042183812,0.914566359552273,0.49600608596424495,1.0929080214330988,0.2201295528825318,0.6302776721186764,0.8794218333967287,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
19,0.2908431589603424,0.28664181629816693,0.5154191730754588,1.0486898649703893,0.22994211318301386,0.572603365567654,0.9152516561334044,0.498668695321415,1.0855165910955737,0.2142425767086841,0.6276150627615062,0.8798022061620387,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
20,0.28794705867767334,0.2909775873025258,0.5189218000456864,1.0471231176476472,0.23375013366920014,0.5684154420162948,0.9154039442625448,0.49448459490300495,1.089455138197992,0.21424425983663084,0.6306580448839864,0.8798022061620387,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
21,0.2854125996430715,0.28332064549128216,0.5266123505672733,1.0357069844086142,0.24141113834973768,0.5565369679433488,0.919211147491053,0.501331304678585,1.0786350090921737,0.2173222646664168,0.6169646253328261,0.8862685431723089,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
22,0.28364522258440655,0.29109135270118713,0.5239473083073174,1.0488557876938198,0.24843570853158126,0.5608771796238483,0.9173075458767989,0.49714720426017495,1.0978456216165202,0.23527556603873465,0.6257131989349562,0.8820844427538989,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
23,0.2804549237092336,0.27692659695943195,0.5339221807660093,1.015335320380188,0.24414091188394874,0.5403182821899033,0.9280438589811925,0.5070368961582351,1.0624383718844064,0.22271656122324826,0.606694560669456,0.891593761886649,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
24,0.27969170610109967,0.28793927033742267,0.5272976471484048,1.0341313009170228,0.25211845218075,0.5527297647148405,0.9221046219447194,0.498668695321415,1.0857201818563345,0.23443932873980078,0.6177253708634461,0.8881704069988589,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
25,0.277578870455424,0.28814587990442914,0.5344551892180005,1.0327508200096067,0.2546054719818917,0.5389476890276403,0.9277392827229117,0.500190186382655,1.0873301804907594,0.2393931130247385,0.6154431342715861,0.8881704069988589,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
26,0.2747168242931366,0.28829696774482727,0.5353689179928425,1.0256503045888126,0.25785862847767016,0.5388715449630701,0.9270539861417803,0.49220235831114495,1.0857595541466778,0.2263675876923955,0.6310384176492964,0.8813236972232789,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
27,0.2721990446249644,0.286406288544337,0.5365110789613949,1.0180452857326392,0.25625590838277,0.5367395111551054,0.9278915708520521,0.49486496766831495,1.0817238716424644,0.22734261073906784,0.6234309623430963,0.8862685431723089,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
28,0.271364023288091,0.2985755999883016,0.5311048503769131,1.0390924502362597,0.2583722981576392,0.5493794258737531,0.9208101728470266,0.4773678204640548,1.103930260452793,0.22527919321957582,0.6462533282616965,0.8794218333967287,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
29,0.26934579014778137,0.29086830218633014,0.5403182821899033,1.0241978985495115,0.2686510682941909,0.5328561638620269,0.9276631386583416,0.48611639406618484,1.0919002046520048,0.22594784318151284,0.6295169265880562,0.8881704069988589,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
30,0.26694244146347046,0.2887788514296214,0.5420695956750171,1.0140738940409275,0.2638312896602297,0.5267646386964137,0.9323079265971218,0.49258273107645495,1.0829899356749115,0.23280652686997447,0.6253328261696462,0.8858881704069989,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
31,0.26566242178281146,0.2816594143708547,0.5464098073555166,0.9945707073422639,0.2685944816508724,0.5189218000456864,0.9355821213736389,0.498288322556105,1.0678081094111556,0.234017254985419,0.6135412704450361,0.892734880182579,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
32,0.26509737968444824,0.2904631197452545,0.5407751465773243,1.011858672136518,0.2631813317792357,0.528287519987817,0.9318510622097007,0.48307341194370484,1.0860187455154575,0.22618602110189087,0.6344617725370864,0.8866489159376189,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
33,0.2626468241214752,0.30103813608487445,0.5311809944414833,1.0307059928590976,0.2756762079139592,0.5499885783903145,0.9206578847178862,0.4811715481171548,1.1122619947600452,0.24069003631494082,0.6470140737923165,0.8767592240395587,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
34,0.26036835710207623,0.2949436704317729,0.5435924769664204,1.0150019890474575,0.271535286046137,0.5263839183735628,0.9309373334348587,0.49600608596424495,1.0957109530545366,0.2389973045344347,0.6222898440471663,0.8858881704069989,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
35,0.26100805401802063,0.30379918217658997,0.5260031980507119,1.0448584577880478,0.27261267554103613,0.5527297647148405,0.9219523338155791,0.4606314187904146,1.1251975523163005,0.22815597401531565,0.6652719665271967,0.8771395968048687,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
36,0.25817185640335083,0.2935636540253957,0.5379578161882281,1.0099948471087647,0.2694641715132307,0.531485570699764,0.9311657656285692,0.4796500570559148,1.0955709991366966,0.2253477342879517,0.6405477367820464,0.8828451882845189,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
37,0.25657162070274353,0.2904536724090576,0.5471712480012183,0.9933346422183511,0.2705412296263882,0.5196070966268179,0.9337546638239549,0.48649676683149484,1.087553521436247,0.22419095720687565,0.6340813997717764,0.8836059338151389,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
38,0.25475061933199566,0.29594728350639343,0.5455722226452449,1.001038964459538,0.2774120730075534,0.5237188761136069,0.9318510622097007,0.48421453023963484,1.094986107185138,0.22772276037787517,0.6348421453023964,0.8843666793457589,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
39,0.25440700848897296,0.2938016553719838,0.5490748496154725,0.9968137128094914,0.27309279174395684,0.5153430290108886,0.9361912738902003,0.48231266641308485,1.0914586383544786,0.2285205189001425,0.6333206542411564,0.8881704069988589,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
40,0.25430238246917725,0.30517512559890747,0.5313332825706236,1.0255074349502025,0.27858185482014397,0.5464098073555166,0.9234752151069824,0.46291365538227464,1.1211623870661027,0.23041638703871703,0.6660327120578167,0.8744769874476988,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
41,0.25104695558547974,0.3140267531077067,0.5269169268255539,1.0314916568910657,0.2851268826634599,0.556613112007919,0.9176882661996497,0.45074172689235453,1.144284560474166,0.2284840955758178,0.6846709775580069,0.8691517687333586,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
42,0.2515358279148738,0.31472111741701764,0.5312571385060535,1.0322786656725882,0.28197452032682313,0.5449630701286835,0.9243127998172542,0.45340433624952453,1.1415639322656934,0.22662678310862103,0.6763027767211868,0.8737162419170788,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
43,0.2470870167016983,0.30847034851710003,0.5390238330922105,1.0175489341473278,0.2905561533099737,0.5356734942511231,0.9267494098834996,0.45568657284138453,1.1288924145056076,0.22989850226910868,0.6686953214149867,0.8798022061620387,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
44,0.24655900398890176,0.3105665644009908,0.5489987055509024,1.008459524104626,0.2844002477208873,0.5183126475291251,0.9331455113073935,0.4701407379231647,1.1163238908557298,0.23133630019391607,0.6542411563332066,0.8801825789273487,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
45,0.2469891905784607,0.32432209451993305,0.5311048503769131,1.0353484250662046,0.29025112454411867,0.5514353156171476,0.9188304271682023,0.45150247242297453,1.1550157978981277,0.23131388441304723,0.6869532141498669,0.8657284138455686,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
46,0.24645482997099558,0.30990951259930927,0.5458767989035255,1.0068328608824033,0.2889376744712246,0.5254701895987208,0.9295667402725958,0.47280334728033474,1.1210581529592973,0.2252693435667701,0.6546215290985166,0.8756181057436287,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
47,0.2429430236419042,0.313479612270991,0.5367395111551054,1.0063382707664186,0.2928562714246248,0.5395568415442016,0.9249219523338156,0.4686192468619247,1.1264787161537253,0.2304759018747661,0.6656523392925067,0.8706732597945988,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
48,0.2432470073302587,0.33041441440582275,0.5149623086880377,1.0559424963266655,0.29034370155004213,0.576258280667022,0.9104545800654839,0.4427538988208444,1.1765986425607797,0.22977448325315822,0.702928870292887,0.8592620768352985,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
49,0.24074858923753104,0.30052440365155536,0.560268027107287,0.9588619963731044,0.2784289997120879,0.4975253179014696,0.9428919515723749,0.497527577025485,1.081483283281095,0.23842802418187772,0.6219094712818563,0.8855077976416889,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
50,0.24063043296337128,0.31767011682192486,0.5494555699383233,0.996460590912921,0.2945573918264866,0.518693367851976,0.9327647909845428,0.4693799923925447,1.1294078063309099,0.228835563698129,0.6603271205781666,0.8744769874476988,Without final track,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
1,0.4928374191125234,0.39121946692466736,0.48770273357191807,1.1360546632395394,0.11804492764783447,0.6610827685981878,0.877636488235742,0.502852795739825,1.1242505664548137,0.11894528147414983,0.6553822746291366,0.8714340053252188,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
2,0.42720847328503925,0.3467503587404887,0.48777887763648825,1.1063354636930265,0.1233463347468675,0.6564379806594076,0.8790832254625752,0.503613541270445,1.096867190895845,0.12322399651175227,0.6466337010270065,0.8725751236211488,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
3,0.38895787795384723,0.31882214546203613,0.4939465468666717,1.0865586644059229,0.16725730346189716,0.634280057869489,0.8896672504378283,0.5058957778623051,1.0815893232540976,0.13110200306915112,0.6367440091289464,0.8786610878661087,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
4,0.3610759973526001,0.3014325499534607,0.5004187923551359,1.0700278022667438,0.19566806297100592,0.6131120079189827,0.89956597883195,0.5138836059338151,1.0688608373840471,0.1646151903161249,0.6165842525675161,0.8881704069988589,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
5,0.34004585941632587,0.2907968858877818,0.5080331988121526,1.055556243054023,0.22175746668868415,0.5936952714535902,0.909160130967791,0.5203499429440852,1.0573509417528668,0.17856551448002364,0.5952833777101559,0.897679726131609,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
6,0.32421324650446576,0.2706124484539032,0.5101652326201173,1.0367375373186902,0.2314752142346955,0.5854717124800122,0.9131196223254398,0.5249144161278052,1.0412759014160753,0.20683303221282576,0.5815899581589958,0.9041460631418791,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
7,0.3105410834153493,0.25915223360061646,0.5167136221731516,1.0159788934294511,0.2558372536039211,0.5687961623391457,0.9214954694281581,0.5287181437809053,1.0208171803310229,0.20963217641994922,0.5678965386078357,0.9109927729174591,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
8,0.2993793288866679,0.2544408937295278,0.5251656133404401,1.0030819635347092,0.27299404405732913,0.5478565445823498,0.9320033503388411,0.5344237352605553,1.0109765549003062,0.22588309735861137,0.5557246101179155,0.9166983643971092,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
9,0.29033087690671283,0.24891175826390585,0.5291251046980888,0.9911051065133646,0.2757709999701971,0.5380339602527983,0.9367242823421914,0.5359452263217953,1.001711553627267,0.22671165709212107,0.5503993914035755,0.9193609737542792,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
10,0.28280970454216003,0.2385006695985794,0.5298104012792203,0.9735370697751835,0.2802723729877577,0.5364349348968248,0.9377902992461737,0.5405096995055154,0.9850380547596127,0.2322208565688986,0.5401293267402054,0.9246861924686193,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
11,0.275806725025177,0.2392553041378657,0.5352166298637021,0.9664083808872698,0.29478922901175886,0.5239473083073174,0.9435772481535064,0.5450741726892354,0.9799995364447942,0.2489353958410018,0.5306200076074553,0.9284899201217193,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
12,0.26918500661849976,0.23500309387842813,0.5390238330922105,0.9542816596724538,0.2905975081543375,0.5146577324297571,0.9482220360922866,0.5458349182198554,0.970027982960899,0.24663298053410457,0.5279573982502853,0.9307721567135793,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
13,0.2641648252805074,0.2328362762928009,0.5461813751618061,0.9447000119312606,0.3003483752986702,0.5036168430670829,0.9518769511916546,0.5530620007607455,0.9629169017578452,0.2584236961131696,0.5154050969950551,0.9357170026626094,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
14,0.25989935795466107,0.22305923700332642,0.5576029848473312,0.9261521859976142,0.3159476272660728,0.4903677758318739,0.9537044087413387,0.5610498288322556,0.9441073984964564,0.26164870890198294,0.503993914035755,0.9383796120197794,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
15,0.2548474669456482,0.2280827909708023,0.5703951876951192,0.9253056060337412,0.33938921959289264,0.46965659026878853,0.9607096626817939,0.5675161658425256,0.9504301823294542,0.27352870580655314,0.4899201217192849,0.9456066945606695,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
16,0.2508593201637268,0.2210796276728312,0.5824259498972055,0.908078002757584,0.2927177870795756,0.45336176045077287,0.9649737302977233,0.5743628756181057,0.9306974726993656,0.28027019055255115,0.47432483834157474,0.9528337771015595,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
17,0.24700059990088144,0.22565679252147675,0.5918678139039062,0.909986002438241,0.38278710444322234,0.443843752379502,0.964821442168583,0.5876759224039558,0.9397834980427554,0.3234279050036715,0.46557626473944463,0.9494104222137695,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
18,0.2438684751590093,0.22137354811032614,0.6033655676540014,0.8994710268059749,0.3170563729781992,0.42610218533465316,0.9711413995279068,0.5861544313427158,0.9255250550537912,0.2980866028767592,0.4583491821985546,0.9562571319893496,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
19,0.24009270469347635,0.21670480072498322,0.6060306099139572,0.8840090653632685,0.32774739338183784,0.422371126170715,0.972131272367319,0.5941422594142259,0.9160493141363671,0.3040793822188084,0.4480791175351845,0.9589197413465196,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
20,0.2374030500650406,0.21774922311306,0.6131881519835529,0.8819898908946693,0.3393664161727958,0.4138429909388563,0.9733495774004416,0.5987067325979459,0.9153300614674733,0.31116851317909705,0.4435146443514644,0.9585393685812096,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
21,0.23436754941940308,0.21776193380355835,0.614178024822965,0.877576373571254,0.3470574362575891,0.41216782151831266,0.9741110180461433,0.600988969189806,0.9139278300206529,0.3147772877599387,0.4438950171167744,0.9562571319893496,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
22,0.2317592849334081,0.21881729861100516,0.6194319652783066,0.8738459175983287,0.35738277442364264,0.4051625675778573,0.975786187466687,0.600608596424496,0.9114956992825118,0.3498704692872274,0.4435146443514644,0.9570178775199696,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
23,0.2291090190410614,0.21706711749235788,0.6259042107667707,0.8639822184104752,0.36061038056884304,0.39678672047513897,0.9777659331455113,0.605933815138836,0.9043841058414499,0.31864624856426454,0.4366679345758844,0.9593001141118296,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
24,0.22735999524593353,0.2191187689701716,0.6275793801873144,0.8688847132096902,0.34935683626095476,0.3943501104088936,0.9782989415975025,0.6097375427919361,0.9093276615557574,0.3258596240283645,0.4309623430962343,0.9600608596424496,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
25,0.22441589335600534,0.21266004939874014,0.6366405238711642,0.8486960021458646,0.35389596032071785,0.38308078885250896,0.9805071194700373,0.6120197793837961,0.8929909126717326,0.32706845924174344,0.42525675161658427,0.9634842145302396,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
26,0.22255054612954459,0.21717217564582825,0.6361075154191731,0.8531926919486776,0.37254146419720985,0.3839183735627808,0.9801263991471865,0.603651578546976,0.9027668450895966,0.35648995335642447,0.4374286801065044,0.9600608596424496,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
27,0.22073599696159363,0.21027293801307678,0.6390771339374096,0.8366407730511095,0.3389646429568054,0.37995888220513213,0.9811162719865987,0.6131608976797261,0.8827569372321749,0.32435419606063515,0.4225941422594142,0.9650057055914797,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
28,0.21934103469053903,0.21405080457528433,0.6348892103860504,0.8409773073141099,0.3608629327141087,0.3855173989187543,0.9797456788243356,0.608596424496006,0.8917150815639844,0.36096647836330803,0.4313427158615443,0.9612019779383796,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
29,0.21756746371587118,0.2100563645362854,0.6371735323231554,0.8291405161231459,0.36113943847896085,0.38193862788395644,0.9810401279220284,0.6154431342715861,0.8814182916321323,0.3613904300550807,0.4218333967287942,0.9634842145302396,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
30,0.21503867208957672,0.21129653851191202,0.6441026421990406,0.8278721953582889,0.3523244021787668,0.3731059163938171,0.9828675854717125,0.6196272346899961,0.8840335939875559,0.3376394362726982,0.41536705971852417,0.9657664511220997,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
31,0.21361335118611655,0.20895334084828696,0.6380872610979974,0.8190856567398768,0.34982193491197316,0.37828371278458844,0.9837051701819843,0.608976797261316,0.8767766225571857,0.3265602760610441,0.42944085203499427,0.9623430962343096,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
32,0.2121996134519577,0.21173751850922903,0.6421228965202163,0.8244224346413686,0.3551878137647408,0.3753140942663519,0.9827152973425721,0.609357170026626,0.8816749654440719,0.3307280786376225,0.42525675161658427,0.9657664511220997,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
33,0.21052336196104685,0.21252457797527313,0.6420467524556461,0.8195096574552134,0.3808514093410748,0.3744765095560801,0.9834767379882738,0.608976797261316,0.8816494507382463,0.3642758445602409,0.4302015975656143,0.9619627234689996,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
34,0.20916332304477692,0.2151588797569275,0.6399147186476815,0.8250174957131757,0.36674609432444266,0.3772176958806061,0.9830198736008529,0.608976797261316,0.8886103016839738,0.3336118981438447,0.42715861544313427,0.9646253328261697,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
35,0.20883397261301676,0.214688112338384,0.6400670067768217,0.8206131227582341,0.379769271317635,0.3783598568491586,0.9816492804385898,0.609357170026626,0.8856720371157298,0.33164462325663435,0.42944085203499427,0.9619627234689996,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
36,0.2062001278003057,0.21346465746561685,0.6429604812304881,0.8138702720119702,0.3697194344500549,0.3735627807812381,0.9834767379882738,0.600608596424496,0.884198064057652,0.32078024021632917,0.4397109166983644,0.9608216051730696,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
37,0.20576979716618857,0.21169351041316986,0.6404477270996726,0.8049759944711781,0.3727744135371094,0.37660854336404476,0.9829437295362826,0.605553442373526,0.8789856003421858,0.36481427343892153,0.4340053252187143,0.9612019779383796,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
38,0.2046021968126297,0.2103122671445211,0.6494327267189522,0.7962882115658583,0.3586413869524807,0.36495850148480924,0.9856087717962385,0.6097375427919361,0.8725391317176836,0.3265608416027818,0.42677824267782427,0.9642449600608597,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
39,0.20286000271638235,0.21326201657454172,0.6481382776212594,0.800275756736416,0.36604781372647865,0.3673951115510546,0.9844666108276859,0.600988969189806,0.8796247595538532,0.32833355954551996,0.4366679345758844,0.9631038417649296,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
40,0.20214282472928366,0.22016524771849313,0.6366405238711642,0.8190381664976063,0.36345946929865053,0.3830046447879388,0.980354831340897,0.5842525675161658,0.898630276225061,0.3210938235585979,0.45568657284138453,0.9604412324077596,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
41,0.20163987080256143,0.22287259002526602,0.6257519226376304,0.8250990949320917,0.3908176358901947,0.39541612731287595,0.9788319500494936,0.5865348041080258,0.9064897064355012,0.35133780669219616,0.4572080639026246,0.9566375047546596,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
42,0.201466903090477,0.22463883956273398,0.6285692530267266,0.8269450635669833,0.39845371295533355,0.3927510850529201,0.9786796619203533,0.5850133130467858,0.9109477795278524,0.32468552958928754,0.46139216432103464,0.9539748953974896,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
43,0.19936751325925192,0.21478959421316782,0.6495850148480926,0.7947145368297919,0.3850075012611729,0.36518693367851973,0.9852280514733877,0.599847850893876,0.8805918672248954,0.32913095186583674,0.4374286801065044,0.9634842145302396,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
44,0.1976916342973709,0.2173710068066915,0.6467676844589965,0.8031166960644849,0.38900846178996434,0.3703647300692911,0.9828675854717125,0.5971852415367059,0.889956854055248,0.3305522384895213,0.44161278052491443,0.9619627234689996,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
45,0.19688227772712708,0.22460539638996124,0.6373258204522957,0.8164433794928886,0.39558284923855197,0.38216706007766693,0.9805071194700373,0.5823507036896158,0.9076880809198167,0.3578670791429745,0.4602510460251046,0.9577786230505896,Without land cover,Primary,ordinal,3,partial,none,Adam,0.001,0.001,0.0
