Strategy,Members,Rows / member,Updates,Seconds,Val macro F1,Val EF MAE,Val CE
Weighted softmax,1,13133,10300,30.76464399299948,0.2955612694345275,0.497907949790795,1.1919861494980077
Single ordinal,1,13133,10300,27.200498051002796,0.276773153961417,0.47280334728033474,1.5187204793364695
Full ordinal ensemble,3,13133,30900,78.10418900199875,0.31547247955541796,0.42906047926968427,1.0630940186831428
Subset ordinal ensemble,3,4160,9750,31.9923989730014,0.3188591389191143,0.4910612400152149,1.0172122504146677
Weighted subset ordinal,3,4160,9750,28.93441606899796,0.28204971893582137,0.501711677443895,0.998412024333356
